Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,3		PRAVDA	NEPRAVDA	MCR				
Pg	dictionary	1,3		NEPRAVDA	PRAVDA					[]
Stm	stream	1,3		NEPRAVDA	PRAVDA					[]
StmOwn	any	1,3		NEPRAVDA	PRAVDA					
MCID	integer	1,3		PRAVDA	NEPRAVDA					
