Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2,0		NEPRAVDA	NEPRAVDA	Navigator				
Layout	array;name	2,0		PRAVDA	NEPRAVDA			D;T;H;FilmStrip;FreeForm;Linear;Tree		[];[]
