Key	Type	SinceVersion	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Predictor	integer	1.0	FALSE	FALSE		1	value>=1		
Colors	integer	1.0	FALSE	FALSE		1	value>=1		
BitsPerComponent	integer	1.0	FALSE	FALSE		8	1;2;4;8;16		
Columns	integer	1.0	FALSE	FALSE		1			
EarlyChange	integer	1.0	FALSE	FALSE		1			
