Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,4		NEPRAVDA	NEPRAVDA	SpiderContentSet				
S	name	1,4		PRAVDA	NEPRAVDA			SPS;SIS		
ID	string	1,4		PRAVDA	NEPRAVDA					
O	array	1,4		PRAVDA	NEPRAVDA					[]
SI	array;dictionary	1,4		PRAVDA	NEPRAVDA					[];[SourceInformation]
CT	string	1,4		NEPRAVDA	NEPRAVDA					
TS	date	1,4		NEPRAVDA	NEPRAVDA					
