Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,7		NEPRAVDA	NEPRAVDA	CollectionSort				
S	array;name	1,7		PRAVDA	NEPRAVDA					[];[]
A	array;boolean	1,7		NEPRAVDA	NEPRAVDA		PRAVDA			[];[]
