Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,0		NEPRAVDA	NEPRAVDA	VRI				
Cert	array	1,0		NEPRAVDA	NEPRAVDA					[]
CRL	array	1,0		PRAVDA	NEPRAVDA					[]
OCSP	array	1,0		PRAVDA	NEPRAVDA					[]
TU	date	1,0		NEPRAVDA	NEPRAVDA					
TS	stream	1,0		NEPRAVDA	NEPRAVDA					[]
