Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2,0		NEPRAVDA	NEPRAVDA	RichMediaPresentation				
Style	name	2,0		NEPRAVDA	NEPRAVDA		Embedded	Embedded;Windowed		
Window	dictionary	2,0		NEPRAVDA	NEPRAVDA					[RichMediaWindow]
Transparent	boolean	2,0		NEPRAVDA	NEPRAVDA		NEPRAVDA			
NavigationPane	boolean	2,0		NEPRAVDA	NEPRAVDA		NEPRAVDA			
Toolbar	boolean	2,0		NEPRAVDA	NEPRAVDA		NEPRAVDA			
PassContextClick	boolean	2,0		NEPRAVDA	NEPRAVDA		NEPRAVDA			
