Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
URL	string	1,4		PRAVDA	NEPRAVDA					
L	integer	1,4		NEPRAVDA	NEPRAVDA		1			
F	integer	1,4		NEPRAVDA	NEPRAVDA		0			
P	stream;string	1,4		NEPRAVDA	NEPRAVDA					[];[]
CT	string	1,4		NEPRAVDA	NEPRAVDA					
H	string	1,4		NEPRAVDA	NEPRAVDA					
S	dictionary			NEPRAVDA	NEPRAVDA					[WebCaptureCommandSettings]
