Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2,0		NEPRAVDA	NEPRAVDA	RichMediaWindow				
Width	dictionary	2,0		NEPRAVDA	NEPRAVDA					[RichMediaWidth]
Height	dictionary	2,0		NEPRAVDA	NEPRAVDA					[RichMediaHeight]
Position	dictionary	2,0		NEPRAVDA	NEPRAVDA					[RichMediaPosition]
