Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link	note
Type	name	1.6		FALSE	FALSE	Requirement					
S	name	1.6		TRUE	FALSE	U3D					
V	dictionary;name	2.0		FALSE	FALSE					[Extensions];[]	
RH	array;dictionary	1.6		FALSE	FALSE		empty array			[ArrayOfRequirementsHandlers];[RequirementsHandler]	*
Penalty	integer	2.0		FALSE	FALSE		100	<0;100>			
