Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
LastModified	date	1,3		PRAVDA	NEPRAVDA					
Private	any	1,3		NEPRAVDA	NEPRAVDA					
