Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link	note
ExtGState	dictionary	1,0		NEPRAVDA	NEPRAVDA					[GraphicsStateParameter]	*
ColorSpace	dictionary	1,0		NEPRAVDA	NEPRAVDA					[]	*
Pattern	dictionary	1,0		NEPRAVDA	NEPRAVDA					[PatternMap]	*
Shading	dictionary	1,3		NEPRAVDA	NEPRAVDA					[ShadingMap]	*
XObject	dictionary	1,0		NEPRAVDA	NEPRAVDA					[]	*
Font	dictionary	1,0		NEPRAVDA	NEPRAVDA					[]	*
ProcSet	array	1,0	2,0	NEPRAVDA	NEPRAVDA					[]	*
Properties	dictionary	1,2		NEPRAVDA	NEPRAVDA					[]	*
