Key	Type	SinceVersion	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Subtype	name	1.6	TRUE	FALSE					
3DD	stream;dictionary	1.6	TRUE	FALSE					
3DV	various	1.6	FALSE	FALSE					
3DA	dictionary	1.6	FALSE	FALSE					
3DI	boolean	1.6	FALSE	FALSE		TRUE			
3DB	rectangle	1.6	FALSE	FALSE					
3DU	dictionary	2.0	FALSE	FALSE					
GEO	dictionary	2.0	FALSE	FALSE					
