Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,0		PRAVDA	NEPRAVDA	Pages				
Parent	dictionary	1,0		PRAVDA	PRAVDA					[PageTreeNodeRoot,PageTreeNode]
Kids	array	1,0		PRAVDA	NEPRAVDA					[ArrayOfPageTreeNodeKids]
Count	integer	1,0		PRAVDA	NEPRAVDA					
