Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
*	dictionary;stream			PRAVDA	NEPRAVDA					[ShadingType1,ShadingType2,ShadingType3,ShadingType5,ShadingType6];[ShadingType4,ShadingType7]
