Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link	note
ExtGState	dictionary	1.0		FALSE	FALSE					GraphicsStateParameter	*
ColorSpace	dictionary	1.0		FALSE	FALSE						*
Pattern	dictionary	1.0		FALSE	FALSE						*
Shading	dictionary	1.3		FALSE	FALSE					ShadingMap	*
XObject	dictionary	1.0		FALSE	FALSE						*
Font	dictionary	1.0		FALSE	FALSE						*
ProcSet	array	1.0	2.0	FALSE	FALSE						*
Properties	dictionary	1.2		FALSE	FALSE						*
