Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,0		NEPRAVDA	NEPRAVDA	EncryptedPayload				
Subtype	name	1,0		PRAVDA	NEPRAVDA					
Version	name	1,0		NEPRAVDA	NEPRAVDA					
