Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Size	integer	1.3		FALSE	FALSE				
CreationDate	date	1.3		FALSE	FALSE				
ModDate	date	1.3		FALSE	FALSE				
Mac	dictionary	1.3	2.0	FALSE	FALSE				[Mac]
CheckSum	string	1.3		FALSE	FALSE				
