Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
0	number	1.1		FALSE	FALSE					
1	number	1.1		FALSE	FALSE					
