Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.1		FALSE	FALSE			[Action]		
S	name	1.1		TRUE	FALSE			[Launch]		
F	dictionary;string	1.1		TRUE	FALSE					[FileSpecification];[]
Win	dictionary	1.1	2.0	FALSE	FALSE					[MicrosoftWindowsLaunchParam]
Mac	null	1.1	2.0	FALSE	FALSE					
Unix	null	1.1	2.0	FALSE	FALSE					
