Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2.0		FALSE	FALSE		[RichMediaWindow]		
Width	dictionary	2.0		FALSE	FALSE				[RichMediaWidth]
Height	dictionary	2.0		FALSE	FALSE				[RichMediaHeight]
Position	dictionary	2.0		FALSE	FALSE				[RichMediaPosition]
