Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
Default	integer	2.0		FALSE	FALSE	216				
Max	integer	2.0		FALSE	FALSE	432				
Min	integer	2.0		FALSE	FALSE	72				
