Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
Type	name	1.2	2.0	FALSE	FALSE	FALSE		[Action]			
S	name	1.2	2.0	TRUE	FALSE	FALSE		[Sound]			
Next	array;dictionary	1.2	2.0	FALSE	FALSE	FALSE				[ArrayOfActions];[ActionGoTo,ActionGoToR,ActionGoToE,ActionGoToDp,ActionLaunch,ActionThread,ActionURI,ActionSound,ActionMovie,ActionHide,ActionNamed,ActionSubmitForm,ActionResetForm,ActionImportData,ActionSetOCGState,ActionRendition,ActionTransition,ActionGoTo3DView,ActionECMAScript,ActionRichMediaExecute]	
Sound	stream	1.2	2.0	TRUE	TRUE	FALSE				[Stream]	
Volume	number	1.2	2.0	FALSE	FALSE	FALSE	1.0	[fn:Expr(@self>=-1 && @self<=1)]			
Synchronous	boolean	1.2	2.0	FALSE	FALSE	FALSE	FALSE				
Repeat	boolean	1.2	2.0	FALSE	FALSE	FALSE	FALSE				
Mix	boolean	1.2	2.0	FALSE	FALSE	FALSE	FALSE				
