Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
0	number	2.0		TRUE	FALSE					
1	number	2.0		TRUE	FALSE					
2	number	2.0		TRUE	FALSE					
