Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.0		FALSE	FALSE		[DeveloperExtensions]		
BaseVersion	name	1.0		TRUE	FALSE		[1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,2.0]		
ExtensionLevel	integer	1.0		TRUE	FALSE				
URL	string	2.0		FALSE	FALSE				
