Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		FALSE	FALSE		[Timespan]		
S	name	1.5		TRUE	FALSE		[S]		
V	number	1.5		TRUE	FALSE				
