Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
Type	name	2.0		FALSE	FALSE		[RichMediaDeactivation]			
Condition	name	2.0		FALSE	FALSE	XD	[XD,PC,PI]			
