Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
0	dictionary	2.0		TRUE	TRUE				[StructElem]
1	name	2.0		TRUE	FALSE		[Fit,FitB]		
