Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2.0		TRUE	FALSE		[PtData]		
Subtype	name	2.0		TRUE	FALSE		[Cloud]		
Names	array	2.0		TRUE	FALSE				[ArrayOfNamesInPtData]
XPTS	array	2.0		TRUE	FALSE				[ArrayOfArraysXPTSValues]
