Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
0	string	1.3		FALSE	FALSE				
1	stream	1.3		FALSE	FALSE				[EmbeddedFileStream]
