Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Default	integer	2.0		FALSE	FALSE	288			
Max	integer	2.0		FALSE	FALSE	576			
Min	integer	2.0		FALSE	FALSE	72			
