Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		TRUE	FALSE		[OCMD]		
OCGs	array;dictionary;null	1.5		FALSE	FALSE				[ArrayOfOCG];[OptContentGroup];[]
P	name	1.5		FALSE	FALSE	AnyOn	[AllOn,AnyOn,AnyOff,AllOff]		
VE	array	1.6		FALSE	FALSE				[_UniversalArray]
